id_examinee;math;physics;chemistry;biology;history;geography;literature;civic_education;english;russian;french;chinese;german;japanese
18001069;6.20;;;;7.25;8.25;5.50;;;;;;;
18001070;4;;;;4.50;7.25;4.75;;;;;;;
18001071;8.20;8;7.25;4.75;;;7.25;;4.20;;;;;
18001072;5.20;;;;3.75;3.25;2.25;;;;;;;
18001073;5.20;;;;3.75;6;6.75;8;3.80;;;;;
18001074;7.40;;;;7;6.50;7.50;9;7.40;;;;;
18001075;8.20;7.50;4.75;3.50;;;6.75;;8.20;;;;;
18001076;4.60;;;;4.75;5.50;5.50;;;;;;;
18001077;9;5.50;7.75;7.75;;;6.75;;4.40;;;;;
18001078;5.20;;;;5.75;8.25;8;9.25;5;;;;;
18001079;8;;;;5.50;8;8.25;9.50;6;;;;;
18001080;8.20;7.75;7;4.75;;;7.75;;8.40;;;;;
18001081;7;;;;4.25;6.50;7.75;;;;;;;
18001082;8.20;;;;5.25;7.25;8.50;8.50;8.60;;;;;
18001083;7.40;;;;5.50;7.25;8.50;9.50;6.80;;;;;
18001084;6.60;;;;6.25;6.50;7.25;;;;;;;
18001085;8.60;5.25;7.50;7.50;;;7.50;;4.40;;;;;
18001086;4.40;;;;4.25;6.25;4.50;;;;;;;
18001087;8.40;;;;8.50;8.75;7.75;8;3.80;;;;;
18001088;9;5.25;9;9.25;;;5.75;;7.80;;;;;
18001089;5.40;;;;5.25;7;7;;;;;;;
18001090;8.80;;;;6.50;7;8.75;8.25;9;;;;;
18001091;6.40;;;;4.50;6.25;6.25;;;;;;;
18001092;3;;;;3.50;4.50;2.50;;;;;;;
18001093;5.20;;;;5.25;6;5;;;;;;;
18001094;2.80;;;;4.25;7.50;3.75;;;;;;;
18001095;7.60;;;;3.75;6.75;6.75;9.25;3.60;;;;;
18001096;4;;;;4.25;5.75;3.75;;;;;;;
18001097;8.40;;;;5.50;6.25;8.50;8;7.20;;;;;
18001098;7.20;7.50;6.75;4.75;;;6.50;;5.20;;;;;
18001099;6;;;;5.75;7.25;7.50;8.50;2.40;;;;;
18001100;7.40;6;4.25;4.75;;;7.25;;2.60;;;;;
18001101;2.80;;;;4.50;6.25;4.75;;;;;;;
18001102;5.60;;;;5.75;8.50;7;9;3;;;;;
18001103;3.20;;;;4.25;6.25;5.75;;;;;;;
18001104;6.80;;;;6.25;8.25;4.50;;;;;;;
18001105;3.80;;;;8.75;9;7.25;9.50;2.60;;;;;
18001106;8.60;7.50;7.50;6;;;7.50;;5;;;;;
18001107;7.60;;;;8.25;8.25;9;10;8.20;;;;;
18001108;6.80;;;;6.25;7;8.25;9;4.20;;;;;
18001109;6.20;;;;7.75;6.75;7.50;9.25;5.60;;;;;
18001110;1.60;;;;5.50;5.75;4.50;;;;;;;
18001111;5.80;;;;5.50;7.50;8.25;8.50;3.80;;;;;
18001112;9;5.75;8.25;10;;;7.50;;4.60;;;;;
18001113;8.80;;;;7.25;7.50;9;8.50;8.40;;;;;
18001114;8.40;;;;4.75;7;9;7.50;8.40;;;;;
18001115;5.20;;;;2.50;7;7.25;7;3.20;;;;;
18001116;5.40;;;;6.75;5.75;5.50;;;;;;;
18001117;5.40;;;;4.50;6.25;6.50;8.50;3.80;;;;;
18001118;2.80;;;;3.50;6;7.25;7.50;8.60;;;;;
18001119;2.80;;;;3.25;6;5;;;;;;;
18001120;4.60;;;;8.50;7.50;7.25;;;;;;;
18001121;9.40;8.75;9;7.25;;;6.25;;6.80;;;;;
18001122;9.20;;;;7;8;9;9.25;8.80;;;;;
18001123;7.40;3.50;5;6;;;5.75;;6.60;;;;;
18001124;5.40;;;;2.75;5.75;5.75;7.25;2.40;;;;;
18001125;9.40;9;8.50;4.25;;;7.75;;5.40;;;;;
18001126;9;8.75;5.75;5.25;;;5.25;;9.40;;;;;
18001127;8.60;3.75;8.50;8.25;;;7;;7.80;;;;;
18001128;3.40;;;;3.75;5.50;5.50;;;;;;;
18001129;9.20;8.25;8.25;4.25;;;3.75;;5;;;;;
18001130;7.20;;;;4;9;7.50;8.75;2.80;;;;;
18001131;4.80;;;;5;7.25;7.75;9;3;;;;;
18001132;8.80;5;4;3.75;;;8;;9.60;;;;;
18001133;3.40;;;;3.25;4.50;6.25;;;;;;;
18001134;7.40;4.50;5.50;5.50;;;5.50;;3;;;;;
18001135;5.40;;;;5.50;6.25;5.25;;;;;;;
18001136;8.60;7.50;8.25;6.25;;;6.25;;3.80;;;;;
18001137;6.40;;;;5.25;8.50;7.50;8;4.40;;;;;
18001138;7;;;;7.25;8.50;6.75;8.75;7.60;;;;;
18001139;6.80;;;;5;7.50;5.75;8.50;5.80;;;;;
18001140;9;7.50;2.25;3;;;6.50;;9.20;;;;;
18001141;8.80;;;;5.25;6.50;8.75;9;9;;;;;
18001142;2.60;;;;2.25;5.50;7;5.50;8.60;;;;;
18001143;8.40;;;;4.75;6.75;8.50;7.75;9.40;;;;;
18001144;6.20;;;;4.50;7.75;7.25;9;7.60;;;;;
18001145;4.20;;;;2.75;6.50;7.50;6.75;6.80;;;;;
18001146;4.60;4.75;3.25;3.75;;;3.75;;3;;;;;
18001147;3.20;;;;2.75;5.25;2.50;;;;;;;
18001148;3.80;;;;3;6.75;5.50;;;;;;;
18001149;5.20;;;;4.75;7.50;4.50;;;;;;;
18001150;4.40;;;;2.50;6.50;3;;;;;;;
18001151;4;;;;3;6.50;7.75;8;4.20;;;;;
18001152;4.60;;;;3.75;7.25;7;9.25;4.60;;;;;
18001153;5.20;;;;8.75;7.75;7.25;;;;;;;
18001154;7.40;;;;9.25;8;6.75;;;;;;;
18001155;7;;;;4.25;6.25;6.75;7.75;4.80;;;;;
18001156;7.20;;;;6.75;4.75;5.75;6.50;2.20;;;;;
18001157;3.80;;;;1.25;5.50;4;;;;;;;
18001158;3.80;;;;2.50;5.50;4;;;;;;;
18001159;7;;;;7.75;6;7;;;;;;;
18001160;3.20;;;;5;5.75;6;;;;;;;
18001161;7;;;;5.75;8.75;4.25;8.50;2.60;;;;;
18001162;7;;;;8;7;7.25;;;;;;;
18001163;8.20;8;7.50;5.50;;;7;;3.80;;;;;
18001164;5.20;;;;7.25;6.75;6.50;;;;;;;
18001165;7.20;;;;3.25;6.75;7.75;7;5.80;;;;;
18001166;8.20;;;;7;7.75;8;9;9.20;;;;;
18001167;8;;;;8.50;7.25;6.50;;;;;;;
18001168;9.20;9.75;5.75;5.50;;;7;;9.60;;;;;
18001169;7.40;;;;6.25;7.50;6;9;4.40;;;;;
18001170;8.20;;;;5.50;7.50;7.75;9.25;7.80;;;;;
18001171;3.60;;;;4.75;7;8.75;8.25;2.80;;;;;
18001172;2.20;;;;2.75;5.25;5;;;;;;;
18001173;2.80;;;;5.75;6.25;6;;;;;;;
18001174;3;;;;3;6.75;6;;;;;;;
18001175;7.80;;;;6;6.50;8.75;10;7.60;;;;;
18001176;9.20;8;7.25;6.50;;;7.50;;6.80;;;;;
18001177;7;;;;4.50;5.50;7.25;7;3.80;;;;;
18001178;6.20;;;;5.25;6.25;8.25;8.50;4.40;;;;;
18001179;8.80;8.75;8;5;;;7.75;;8.20;;;;;
18001180;8.40;3.50;7.75;8;;;7.75;;4.40;;;;;
18001181;9.20;8;8;5.25;;;7.50;;5.40;;;;;
18001182;7.80;;;;7;7.75;8;9.25;8.40;;;;;
18001183;4.40;;;;4.75;7.25;7.50;8.25;2.80;;;;;
18001184;8.60;;;;4.50;8.25;8.25;9;6.40;;;;;
18001185;6.20;;;;7.75;7;7.50;9.50;5;;;;;
18001186;8.80;5.75;5;5.75;;;8;;8.80;;;;;
18001187;4.20;;;;3.25;5.75;8;7.50;4.60;;;;;
18001188;5.60;;;;4;6.25;8.25;8;5.40;;;;;
18001189;4.60;;;;4.25;5.75;7.25;7.50;5.60;;;;;
18001190;8.80;8.50;5.75;5.50;;;8;;9.40;;;;;
18001191;8.80;8.50;8.50;7;;;7.75;;7.60;;;;;
18001192;6.20;;;;5.50;6.25;6.75;;;;;;;
18001193;6.60;;;;6.25;8;7;;;;;;;
18001194;3;;;;5;6.75;6;;;;;;;
18001195;8;6;7.50;4.75;;;4.75;;4.20;;;;;
18001196;9;;;;7;7.25;5.75;8.75;9;;;;;
18001197;7.60;3.75;6.50;4.50;;;4.25;;5;;;;;
18001198;6.80;;;;6.25;5.50;8.25;7.25;4.60;;;;;
18001199;2.40;;;;1.50;4.50;5.50;;;;;;;
18001200;7.20;;;;6.75;8;8.75;9.75;6.20;;;;;
18001201;4.40;;;;6.25;8.50;8.25;;;;;;;
18001202;9;8.25;4.50;5.25;;;6.75;;9.20;;;;;
18001203;7.60;;;;9;9;8.50;9.50;6;;;;;
18001204;5.20;;;;5.75;4.25;4.25;;;;;;;
18001205;5.80;;;;2.75;6.50;7.50;7.50;5;;;;;
18001206;3;;;;4.75;6;6.75;;;;;;;
18001207;8.40;;;;4.75;7.75;8.25;8.75;8.20;;;;;
18001208;7.60;;;;3.50;6.75;9;8;7.80;;;;;
18001209;8.20;8.50;6.75;4.25;;;5.75;;6.80;;;;;
18001210;6.20;;;;7.75;7.25;6.75;;;;;;;
18001211;4.60;;;;5.50;5.25;5.75;;;;;;;
18001212;2.20;;;;4.75;6;5.75;;;;;;;
18001213;7.80;;;;8.75;7.75;7.50;;;;;;;
18001214;5.60;;;;2.50;6.25;6;8.25;3.60;;;;;
18001215;5.60;;;;6.75;6.75;7.50;;;;;;;
18001216;4.80;;;;5;7.25;6.50;8;4.20;;;;;
18001217;2.20;;;;2;5.75;3.25;;;;;;;
18001218;8;;;;8.25;9.25;7.75;9.25;6.60;;;;;
18001219;7;;;;7;7.50;7.75;9.25;5.60;;;;;
18001220;6.40;;;;4;6.25;6;5;2.60;;;;;
18001221;6.40;;;;8;8;4.75;;;;;;;
18001222;9.40;9;9.50;4.50;;;5.50;;3.20;;;;;
18001223;5.80;;;;7.50;8.75;8;8.50;7.20;;;;;
18001224;2.80;;;;4.75;6.75;4.25;;;;;;;
18001225;3.40;;;;3.25;5;4.50;;;;;;;
18001226;3.60;;;;3;7;3.25;;;;;;;
18001227;5.60;;;;7;7.50;6.50;;;;;;;
18001228;7.20;;;;7;8.25;8.50;8.50;2.60;;;;;
18001229;5.60;;;;3.50;5.75;4.50;;;;;;;
18001230;2.40;;;;4;6.25;3.50;;;;;;;
18001231;5;;;;4;6.75;7;7.75;4.60;;;;;
18001232;4;;;;5.25;6.75;6.25;8;3.60;;;;;
18001233;4.60;;;;6.75;7.75;6;;;;;;;
18001234;7.80;;;;6.75;7.75;6.75;8.25;5.40;;;;;
18001235;3;;;;4.25;6.25;5.75;;;;;;;
18001236;9.40;9;7.75;5.25;;;7;;8.40;;;;;
18001237;3;;;;3.75;6.50;5.75;7;2.80;;;;;
18001238;4.20;;;;9.25;8;5;;;;;;;
18001239;3.20;;;;2;6;5;;;;;;;
18001240;8.60;7.75;7.75;4.50;;;6;;2.60;;;;;
18001241;2.60;;;;5.25;7.75;5;;;;;;;
18001242;2.20;;;;3.75;4.25;4;;;;;;;
18001243;5.40;;;;7;8;6;;;;;;;
18001244;2;;;;4.25;6.50;4;;;;;;;
18001245;3.60;;;;3.75;6.75;6;7.50;3;;;;;
18001246;3.60;;;;3.50;5.50;3.25;;;;;;;
18001247;8.60;8;8.25;4;;;6;;4;;;;;
18001248;8.40;;;;8.50;8.50;6.75;8.75;5;;;;;
18001249;7.40;;;;5.50;8.50;8.75;9.50;5.20;;;;;
18001250;7.20;;;;5.50;8.50;9;9.50;7;;;;;
18001251;3.80;;;;4;4.75;4;;;;;;;
18001252;3.80;;;;2.75;3.50;2.75;;;;;;;
18001253;6.20;;;;6;7.50;8;8.75;6.20;;;;;
18001254;6.80;;;;3;7;7.75;;;;;;;
18001255;5.60;;;;6.75;8.25;6.50;8.50;3.60;;;;;
18001256;7.40;8;7.25;2.75;;;6;;4;;;;;
18001257;7.80;7.75;3;5.50;;;6;;8;;;;;
18001258;6.20;;;;3.75;6.25;6.25;7.25;7.20;;;;;
18001259;8.80;;;;6.50;8;9;8.75;9.80;;;;;
18001260;3.20;;;;3;4;6.25;7;2.80;;;;;
18001261;4.60;;;;3.25;7;5.75;;;;;;;
18001262;8;;;;4.75;7.25;8;9;4.80;;;;;
18001263;5.40;;;;3.50;8;7.50;9;3.60;;;;;
18001264;7.60;;;;9.25;9.50;8;;;;;;;
18001265;8;;;;6;7.75;7.75;8.25;5.20;;;;;
18001266;8.80;8;5.25;4.25;;;5.75;;9.20;;;;;
18001267;6;;;;6.50;7.75;7;;;;;;;
18001268;3.60;;;;7.25;8.25;3.75;;;;;;;
18001269;8.40;7.75;7.50;5.75;;;5.75;;6.20;;;;;
18001270;4.40;;;;7.75;6.50;4.50;;;;;;;
18001271;5.60;;;;6.75;6.75;5.25;;;;;;;
18001272;2.40;;;;5.50;7.25;4.75;7.50;2.60;;;;;
18001273;5;;;;8.50;7.25;7;;;;;;;
18001274;9.20;8;9;6;;;6.25;;8.80;;;;;
18001275;7.20;8;6.75;3;;;6;;3.20;;;;;
18001276;5.80;;;;6.75;7.25;6.25;;;;;;;
18001277;8.80;6.50;7;3.75;;;8;;3;;;;;
18001278;8.80;6.25;7.25;8.25;;;7;;8.40;;;;;
18001279;7;;;;7.75;8;7;8.25;9;;;;;
18001280;3;;;;2.50;5.50;7.50;6.75;4;;;;;
18001281;4.20;;;;4.75;5.25;7.50;6.50;4;;;;;
18001282;7.80;;;;3;6.25;7.50;8.50;5.60;;;;;
18001283;3.40;;;;3;4;5.75;;;;;;;
18001284;8.40;3.50;7.50;8.75;;;7.75;;3.80;;;;;
18001285;5.20;;;;5.25;8.25;7.50;7.75;4.80;;;;;
18001286;3.40;;;;3.25;4.75;4.25;;;;;;;
18001287;3;;;;5.50;7;5.50;;;;;;;
18001288;5.40;;;;9.50;9;8.50;9;6.60;;;;;
18001289;4.40;;;;3.75;6.75;5.75;;;;;;;
18001290;7;;;;5;6.75;9;9.25;5.20;;;;;
18001291;3.40;2.25;3;4.75;;;6;;2.20;;;;;
18001292;6.40;;;;5.50;7.75;6.75;9;7.80;;;;;
18001293;7.80;;;;4.25;5;8;8.25;5.80;;;;;
18001294;4;;;;3.50;6.75;2.50;;;;;;;
18001295;6.60;;;;4.75;7;7.50;8;6.60;;;;;
18001296;3.60;;;;3.50;2.75;6.50;5.25;2.60;;;;;
18001297;9.60;9;8.75;3.75;;;6.75;;8;;;;;
18001298;7.80;7.25;6.25;6;;;7;;2.80;;;;;
18001299;7.80;;;;4;8;5;;;;;;;
18001300;8.60;7;6;5.50;;;7.50;;8;;;;;
18001301;8.40;;;;7;7.50;8.50;8.50;5.40;;;;;
18001302;5.60;;;;5.75;7.75;8;8.25;4.60;;;;;
18001303;7.40;;;;7;7;6.50;8.50;7.80;;;;;
18001304;4.40;;;;4.25;5.75;2.75;;;;;;;
18001305;3.80;;;;6.25;7.50;4.75;;;;;;;
18001306;5.80;;;;4.50;7.25;6.75;8;3;;;;;
18001307;7;;;;7.25;6.75;6;;;;;;;
18001308;2;;;;1;4.25;2.75;;;;;;;
18001309;2.60;;;;3.50;3.50;3.25;;;;;;;
18001310;2.20;;;;2.50;3;2.50;;;;;;;
18001311;9.20;6.50;9.50;8.75;;;7.75;;9;;;;;
18001312;3.60;;;;3;5.50;4.25;;;;;;;
18001313;8.60;7.50;8;4.50;;;6.75;;6.40;;;;;
18001314;5.60;;;;4.75;8;8.25;7.75;4.20;;;;;
18001315;8.40;8.50;6.25;5.25;;;5.50;;5;;;;;
18001316;6.40;;;;4.50;6.50;7.75;7.25;6.20;;;;;
18001317;8.80;7.75;7.25;5.75;;;7;;4.60;;;;;
18001318;6;;;;1.75;5.75;8;7.75;3.80;;;;;
18001319;8.80;;;;5.50;7.75;8.50;9;5.80;;;;;
18001320;5;;;;4.25;8;6.75;8.50;3;;;;;
18001321;6.20;;;;3.75;8;9;8.25;7.80;;;;;
18001322;7;;;;6;9;8;9.75;4.40;;;;;
18001323;6.60;;;;7.25;8.75;7.75;;;;;;;
18001324;7.60;;;;8.25;7.50;8;8.75;5.20;;;;;
18001325;8;;;;4.25;6.75;8;8.50;7.40;;;;;
18001326;6.80;;;;3;7.25;7.50;8.50;6.80;;;;;
18001327;8.20;7.75;7.50;5.25;;;7.25;;4.60;;;;;
18001328;3.80;;;;5.25;6.25;6.50;;;;;;;
18001329;2.60;;;;5.25;6;4.75;;;;;;;
18001330;7.60;;;;6.75;7.50;8.50;8.75;7;;;;;
18001331;7.20;;;;9.75;9.25;8.50;9.75;7;;;;;
18001332;6.20;;;;7.75;7.75;7.50;8.75;3.60;;;;;
18001333;8;7.25;8.50;8.25;;;7.75;;6.20;;;;;
18001334;4.20;;;;4.75;7.75;7.25;;;;;;;
18001335;8.40;7.75;8.25;4.75;;;7.50;;5;;;;;
18001336;3.40;;;;2.50;6;5.50;;;;;;;
18001337;8;;;;7.25;8.50;8.25;9.75;6.60;;;;;
18001338;3.20;;;;4;6.25;4.75;8;4.20;;;;;
18001339;7.80;7.25;7.50;6.50;;;6.50;;4;;;;;
18001340;7.40;;;;5.75;7;8;8.50;9;;;;;
18001341;7.80;7;5.75;5;;;7.50;;6.40;;;;;
18001342;7.60;6.75;6.50;4;;;7.25;;3.60;;;;;
18001343;4;;;;5;6.75;4.50;;;;;;;
18001344;3.60;;;;4.25;7.50;7.25;8;4.20;;;;;
18001345;2.60;;;;2.75;6.50;6.50;;;;;;;
18001346;4;;;;6;7.25;4.75;;;;;;;
18001347;8.20;6;7;5.25;;;7;;2.40;;;;;
18001348;8.80;8.50;7.50;7.50;;;6;;5.60;;;;;
18001349;6.60;;;;8;8.25;8.50;9.25;5.80;;;;;
18001350;6.20;;;;6.25;7.25;6.75;7.75;5;;;;;
18001351;7.20;6.25;4;3.50;;;7.25;;2.80;;;;;
18001352;3.60;;;;2.50;5.50;4;;;;;;;
18001353;6;;;;6.25;6.75;8;7.25;8.40;;;;;
18001354;9.20;8;8.25;5;;;7;;4.20;;;;;
18001355;5.40;;;;4.25;6.75;4.75;6.50;4.40;;;;;
18001356;6.40;;;;5.50;7.25;7.75;8;3.80;;;;;
18001357;5.80;;;;3;6.25;7.50;7;5.20;;;;;
18001358;4.80;;;;9.25;9;7.25;;;;;;;
18001359;7.40;;;;8.50;7.75;6.75;10;4.20;;;;;
18001360;8;5.75;6.50;4.25;;;5.75;;3.40;;;;;
18001361;5.40;;;;2.75;6.75;6;;;;;;;
18001362;4.80;;;;3.75;5.50;4.50;;;;;;;
18001363;8.20;7;6;3.25;;;7;;7;;;;;
18001364;7.40;;;;7;6.75;7.50;9;4.60;;;;;
18001365;9.20;8.25;6.75;3.75;;;4;;3;;;;;
18001366;6.40;;;;9.25;8.50;6;;;;;;;
18001367;8.40;7.75;3.75;4.25;;;6.50;;9.40;;;;;
18001368;9.20;8.50;6;4;;;6.50;;9.40;;;;;
18001369;8;6.25;3.75;7;;;7.75;;5.20;;;;;
18001370;8.40;;;;5.75;6.50;8.25;8.25;9.60;;;;;
18001371;6.60;;;;7;6.75;7.25;8;7.80;;;;;
18001372;5.60;;;;5;7.25;7.75;8;4.80;;;;;
18001373;6;;;;6.25;7.25;7;;;;;;;
18001374;4;;;;3.25;4.50;4;;;;;;;
18001375;6.80;;;;4.50;6.25;5;8;5.20;;;;;
18001376;6.20;;;;4;5.50;7.50;8;3.80;;;;;
18001377;6.40;;;;8.75;8.75;8;9.25;7.80;;;;;
18001378;6.80;;;;7.50;8.25;8;9.25;7;;;;;
18001379;2.60;;;;3.25;5.25;6;;;;;;;
18001380;3.60;;;;3;7;7;;;;;;;
18001381;7.60;;;;1.75;5.50;8.25;7.25;5.20;;;;;
18001382;9;;;;8.25;9.25;8;9.50;7.80;;;;;
18001383;8.40;7;7;3;;;6.25;;4.60;;;;;
18001384;1.80;;;;4;5.75;2.50;;;;;;;
18001385;2.60;;;;4;5.25;4.50;;;;;;;
18001386;7.40;;;;7;8.25;7.25;9.25;9.20;;;;;
18001387;5.60;;;;9;8.25;8;9.50;4.40;;;;;
18001388;1.60;;;;2;6.50;6;;;;;;;
18001389;9;;;;7.75;8.25;9.25;9.50;9;;;;;
18001390;8;;;;5.50;7;8.50;8.25;4.60;;;;;
18001391;2.60;;;;2;5.50;6.50;;;;;;;
18001392;7.20;;;;5.25;6.50;8;7.25;4.40;;;;;
18001393;4.60;;;;3.25;6;2;;;;;;;
18001394;6.40;;;;8;9.25;4.50;9.50;4.80;;;;;
18001395;7.40;;;;7.50;8;6.75;;;;;;;
18001396;8.20;8;8.25;3.50;;;7.75;;5.20;;;;;
18001397;8.20;7.75;5.50;4.75;;;8.50;;7.60;;;;;
18001398;7;;;;4.75;6.50;8.50;8.50;5.60;;;;;
18001399;7.40;;;;6.25;7.50;7.75;8.50;5.60;;;;;
18001400;7.20;;;;5.50;7.75;8;9.25;6;;;;;
18001401;7.20;8;5;4.50;;;6;;4.40;;;;;
18001402;6.20;;;;6.75;7.75;6.50;9;4;;;;;
18001403;4.60;;;;4.50;6.25;6;;;;;;;
18001404;7.80;4.75;5.50;4.50;;;6.50;;8.40;;;;;
18001405;6.20;;;;3.25;8.50;5.75;;;;;;;
18001406;7.20;4.50;6.25;4.25;;;7.50;;7.20;;;;;
18001407;6.40;;;;5.50;7;7;8.25;7;;;;;
18001408;4.40;;;;3;6.50;4.25;8;4.20;;;;;
18001409;2;;;;3.25;5.75;7.25;8.75;3.60;;;;;
18001410;8.60;8.25;7.75;5.50;;;8;;4.20;;;;;
18001411;8.60;5.50;6.75;4.50;;;8.25;;4.40;;;;;
18001412;5;;;;3;4.75;5.50;;;;;;;
18001413;7.60;4.25;7.75;8.25;;;7.25;;3.60;;;;;
18001414;8;8.75;7;4.75;;;7.75;;5;;;;;
18001415;8.60;;;;7.75;8;8.25;9.75;8.40;;;;;
18001416;8.60;8;5;4.50;;;7.75;;9.20;;;;;
18001417;6.20;;;;6;8.50;8.50;7.50;6.80;;;;;
18001418;2.80;;;;2.75;6.25;6.25;;;;;;;
18001419;6.40;;;;9;8.50;7;;;;;;;
18001420;2.20;;;;1.50;3;1.75;;;;;;;
18001421;6.80;;;;4.50;6.75;8;8.50;5.80;;;;;
18001422;8.40;5.50;7.75;9.25;;;8;;7.20;;;;;
18001423;8.60;5.50;8.25;8.50;;;8;;7.80;;;;;
18001424;3.40;;;;3.25;5.75;7.50;;;;;;;
18001425;3.40;;;;6.75;7.50;8.25;9.25;2.20;;;;;
18001426;6;;;;6.25;8.25;8;8.25;3;;;;;
18001427;6.80;;;;4;7.50;8.75;9;7.80;;;;;
18001428;5.20;;;;5.25;6.75;6;;;;;;;
18001429;7.60;;;;5.50;7;5.75;7.75;7.60;;;;;
18001430;8.40;7.25;3;5;;;7;;3.60;;;;;
18001431;9.20;8.25;6.50;4.25;;;7;;9.80;;;;;
18001432;2.80;;;;5.25;5.75;3.50;;;;;;;
18001433;7;4.75;3;3.75;;;5.75;;3.20;;;;;
18001434;2.60;;;;3.75;6.75;4.75;;;;;;;
18001435;8.80;8.25;8;4.50;;;6.50;;4.80;;;;;
18001436;6.40;;;;5.50;7;7.75;7.50;3.80;;;;;
18001437;3.60;;;;3.75;4.25;6.50;;;;;;;
18001438;6;;;;9.25;9.50;9;9.25;5.60;;;;;
18001439;6.60;;;;7;8.50;7.50;7.75;4.60;;;;;
18001440;4.60;;;;5.75;7.50;7.25;9.25;3.20;;;;;
18001441;5.80;;;;3.25;8.25;8;8.50;4.20;;;;;
18001442;8;7.25;4.50;4;;;5.50;;5.60;;;;;
18001443;2.60;;;;6;6.50;6;;;;;;;
18001444;7;;;;8.50;8.50;8.50;8.25;6.20;;;;;
18001445;8.60;8;3.75;5.50;;;5.75;;6.60;;;;;
18001446;2.80;;;;7.75;7;4;;;;;;;
18001447;8.80;8.75;8.25;4.75;;;7;;8;;;;;
18001448;7.60;;;;4.75;8.25;7.75;8;3.60;;;;;
18001449;8.80;6.25;5.75;4.75;;;8.75;;9.60;;;;;
18001450;7.60;;;;4.50;7.50;8.50;9.25;9.60;;;;;
18001451;5.20;;;;4;6.25;8.25;7.50;2.60;;;;;
18001452;5.80;;;;5.75;7.75;6.75;;;;;;;
18001453;7.60;;;;3.50;7.25;8.75;7.50;8.20;;;;;
18001454;5.20;;;;5.75;8.25;7.75;8;4.20;;;;;
18001455;6.80;;;;7.75;8.25;7.75;9.50;4.80;;;;;
18001456;4.60;;;;9.50;9.25;8.50;8.75;3.80;;;;;
18001457;4.60;;;;2.25;6;7;6.75;5.40;;;;;
18001458;6.60;;;;7.75;9;8.50;9;6.20;;;;;
18001459;2.80;;;;2.75;3.75;4;;;;;;;
18001460;7.80;;;;4.75;6.75;7.25;9;7.20;;;;;
18001461;2;;;;2.50;5.50;3.50;;;;;;;
18001462;6.60;;;;7.50;8.50;7.75;;;;;;;
18001463;5.40;;;;4.75;6.75;6.75;;;;;;;
18001464;8;;;;4;7.25;8.75;9.25;8.40;;;;;
18001465;8.40;5.25;7.50;5;;;8;;6.40;;;;;
18001466;8.60;7.75;4;4.50;;;8;;8.60;;;;;
18001467;4.60;;;;5.50;6.25;7.50;8.25;6;;;;;
18001468;7.80;;;;6;7.50;8.25;9;7.20;;;;;
18001469;8;;;;5.25;7;8.75;7.75;6;;;;;
18001470;6.60;;;;5.75;7.50;6.25;7.50;4.40;;;;;
18001471;4.60;;;;4.50;6.75;8;9.75;4.20;;;;;
18001472;8.80;;;;5.25;6.75;8;8.50;5.20;;;;;
18001473;3;;;;5.75;5.50;3.50;;;;;;;
18001474;2.20;;;;3.50;7.50;6.75;;;;;;;
18001475;4;;;;4.25;6.25;4.25;;;;;;;
18001476;5.80;;;;2.75;6;8.25;7.25;2.60;;;;;
18001477;3.40;;;;4.25;4.50;3.50;;;;;;;
18001478;9.60;9.50;9.50;7.25;;;7.25;;7;;;;;
18001479;9.20;8;7;5.75;;;6.75;;7.60;;;;;
18001480;4;;;;2.75;5;5.75;;;;;;;
18001481;3.20;;;;4.50;7.25;5.75;;;;;;;
18001482;8;;;;5.75;6.50;8.25;9.50;8;;;;;
18001483;4.20;;;;3.25;4.25;6.75;;;;;;;
18001484;6.80;;;;8.25;7;7;8.75;6.80;;;;;
18001485;4.80;;;;2.25;5.75;6.50;;;;;;;
18001486;7.60;3.75;5.25;6;;;7.25;;3.20;;;;;
18001487;3.80;;;;4.25;7.25;6;;;;;;;
18001488;5.80;;;;4.25;7;5.25;7.75;4.40;;;;;
18001489;2.80;;;;3.25;5.50;3.75;;;;;;;
18001490;5;;;;3.50;6.25;6;;;;;;;
18001491;8.20;;;;7.50;8.25;8.75;9.75;6.40;;;;;
18001492;5;;;;7;7;8.50;8.50;5.40;;;;;
18001493;7.60;;;;4.25;6.75;8.50;8;8.60;;;;;
18001494;1.80;;;;3;5.50;4.50;;;;;;;
18001495;8.40;7.25;7.50;4.25;;;7.25;;5.80;;;;;
18001496;9;8;7.25;3.50;;;8;;4.60;;;;;
18001497;8.60;;;;7.25;9.25;8.50;9.50;7.60;;;;;
18001498;8;7.50;7;4.50;;;7.50;;6.20;;;;;
18001499;4.40;;;;4.25;7;7.25;;;;;;;
18001500;6;;;;5.75;5.50;5;;;;;;;
18001501;8.20;7.25;7.50;4.25;;;7.50;;6.20;;;;;
18001502;4.60;;;;4.75;5.25;5;;;;;;;
18001503;4.20;;;;6.25;8.25;5.75;;;;;;;
18001504;9;6;9;9.25;;;6.25;;9.40;;;;;
18001505;3;;;;5.50;5.50;5.50;;;;;;;
18001506;8.20;8;7.75;5.25;;;6.75;;4.20;;;;;
18001507;2.80;;;;9.25;8.75;7.25;;;;;;;
18001508;6.60;;;;6.75;8.50;6;8.75;7.40;;;;;
18001509;3;;;;3.25;6.50;7.25;7;3.20;;;;;
18001510;8.40;5.25;7.75;5.75;;;8.25;;4;;;;;
